瀼瀼,0.0276310051889524,煒煒,ming
扣其枝,0.027578895979291886,煒煒,ming
言無舌,0.027552332392512188,煒煒,ming
綰,0.02750143159554849,煒煒,ming
月初,0.027331717576923105,煒煒,ming
赫赫,0.02720314798012068,煒煒,ming
熠爍,0.02699903243500125,煒煒,ming
生靈,0.026895472408599727,煒煒,ming
金石,0.026790000313387043,煒煒,ming
芝名,0.02646725703722814,煒煒,ming
其将動,0.026464415838109073,煒煒,ming
堂堂,0.02640736741425386,煒煒,ming
形標翼,0.0258991981229084,煒煒,ming
委累,0.025391740674448497,煒煒,ming
安泰,0.025373557046753037,煒煒,ming
葉如,0.025268676280104766,煒煒,ming
常在,0.02526698639723475,煒煒,ming
巍巍,0.025183182243595,煒煒,ming
玉霄間,0.025071953722440823,煒煒,ming
張縱,0.0249809757203599,煒煒,ming
宰徒訝,0.024935449032722642,煒煒,ming
充塞,0.02490015087160209,煒煒,ming
艨,0.024707865182991066,煒煒,ming
真慧太真,0.02458115875848555,煒煒,ming
一九九,0.024514808758343356,煒煒,ming
湛宵露,0.024351186110683997,煒煒,ming
了了,0.02422481846331487,煒煒,ming
仙家,0.024210754861208696,煒煒,ming
鬚,0.024168225697924733,煒煒,ming
清濁立,0.024040232491830318,煒煒,ming
惺惺,0.024000486816316214,煒煒,ming
微旨,0.023646642112589357,煒煒,ming
錦,0.023543272124487938,煒煒,ming
和尚,0.023396169191527812,煒煒,ming
橫弄色,0.023394583075831952,煒煒,ming
必強,0.02325072413822469,煒煒,ming
參成芝,0.02305263581521061,煒煒,ming
數大乎,0.022978238168992356,煒煒,ming
成芝,0.022825600801711324,煒煒,ming
秋夜,0.02280667303824346,煒煒,ming
穆穆,0.022803875830674922,煒煒,ming
琉璃,0.022734805374399814,煒煒,ming
似,0.022479923660437905,煒煒,ming
則,0.022476855738590047,煒煒,ming
宫殿,0.0223008557076196,煒煒,ming
德行,0.022276649193280047,煒煒,ming
辭,0.021576702132262607,煒煒,ming
匡,0.021496153663594118,煒煒,ming
可聞于,0.02133924426706947,煒煒,ming
神樂,0.020926648842364517,煒煒,ming
贊,0.020915775907080377,煒煒,ming
抱,0.020896256375469175,煒煒,ming
湛湛,0.02083316874151605,煒煒,ming
彰八節,0.020809168393182302,煒煒,ming
宛轉,0.02076191528574466,煒煒,ming
五湖四海,0.020676678430662288,煒煒,ming
五王,0.02066378497138697,煒煒,ming
之棲,0.020600453059113028,煒煒,ming
樂,0.020541844942739324,煒煒,ming
回視,0.02037006225873035,煒煒,ming
原官,0.020292707804879642,煒煒,ming
煜煜,0.02023089723065075,煒煒,ming
仙人,0.02017765922124472,煒煒,ming
第二,0.020128265379067416,煒煒,ming
乞以,0.020119376307109412,煒煒,ming
香,0.02006181846985053,煒煒,ming
艨艟,0.020047532134486467,煒煒,ming
義簡文,0.01999835758143702,煒煒,ming
叅,0.019987657465411396,煒煒,ming
獨崇朝,0.01989987518324263,煒煒,ming
紅,0.019846618822951762,煒煒,ming
珍玩,0.01966689726773173,煒煒,ming
卸下,0.01959156829285538,煒煒,ming
體勢,0.019575261557829012,煒煒,ming
供奉,0.019531837592635423,煒煒,ming
名曰,0.019520932464283627,煒煒,ming
不願行,0.019514468476366738,煒煒,ming
軒冕,0.01946062590819138,煒煒,ming
驚,0.01944384874703308,煒煒,ming
連綿,0.01934465193775827,煒煒,ming
之旁,0.01917734055724612,煒煒,ming
豐露,0.019111296911515887,煒煒,ming
之音,0.0190906648514069,煒煒,ming
菂,0.019087286941039186,煒煒,ming
㸃,0.019064343718215755,煒煒,ming
清虛強,0.018937815518709215,煒煒,ming
粃,0.018829848673558306,煒煒,ming
將謂,0.01880776156530314,煒煒,ming
糠,0.018768072728558793,煒煒,ming
不進,0.018728959386690707,煒煒,ming
有佳草,0.018724493487951927,煒煒,ming
孰,0.01855322310357931,煒煒,ming
漢貽唐,0.0184863130730175,煒煒,ming
閑,0.01847668919672168,煒煒,ming
先特旨,0.018377729931679132,煒煒,ming
達,0.018304675999455473,煒煒,ming
云園,0.018291639307498483,煒煒,ming
密,0.018232495242198516,煒煒,ming
名無翼,0.018172404875725495,煒煒,ming
山海,0.018107696142143234,煒煒,ming
用,0.018069480165284903,煒煒,ming
函取,0.0180642180636747,煒煒,ming
光風起,0.018051270830664202,煒煒,ming
珠授,0.01803370066695644,煒煒,ming
力,0.017842853141468266,煒煒,ming
文字,0.017796387537444457,煒煒,ming
抵此,0.017765140830940426,煒煒,ming
峯,0.017755495268631943,煒煒,ming
第三,0.017688361562542224,煒煒,ming
鄧林,0.017679025949735045,煒煒,ming
朗朗,0.017587959464994724,煒煒,ming
開玉,0.017547525045110746,煒煒,ming
繡,0.017545244932239242,煒煒,ming
逹,0.017290833078329786,煒煒,ming
南宮,0.01724093147791052,煒煒,ming
莫莫,0.0170968584905973,煒煒,ming
再拜,0.0168535776913861,煒煒,ming
兵勝,0.016820131044515536,煒煒,ming
遂,0.016765699706300256,煒煒,ming
述,0.016760650510230627,煒煒,ming
折而續,0.016753585722615486,煒煒,ming
莫不,0.01665288574622879,煒煒,ming
上悅,0.016573925809424878,煒煒,ming
數十以,0.016536672158104098,煒煒,ming
埃,0.01646334112838509,煒煒,ming
臻,0.016445526948525087,煒煒,ming
時雨滋逸采,0.01633901874128893,煒煒,ming
分火,0.016321958475332927,煒煒,ming
歎,0.01617707923304111,煒煒,ming
至,0.016091474524384402,煒煒,ming
而,0.01606513474407528,煒煒,ming
酬,0.0159762063989391,煒煒,ming
公,0.015974358142457467,煒煒,ming
澄澄,0.015941814325321334,煒煒,ming
明朗,0.015925134759978234,煒煒,ming
真,0.01577359328357844,煒煒,ming
繅襲,0.015706046361585894,煒煒,ming
因夸以,0.015641678615907866,煒煒,ming
𡏖,0.015453779416667946,煒煒,ming
乎,0.015434208817223632,煒煒,ming
顯內顏,0.015433876045141123,煒煒,ming
人世,0.015339838836273482,煒煒,ming
不受,0.015316373289511066,煒煒,ming
攸同,0.01522670236662666,煒煒,ming
七五,0.015211247530207795,煒煒,ming
何年,0.015208286798189332,煒煒,ming
羣,0.015140449916204899,煒煒,ming
功滿德,0.015100278716347249,煒煒,ming
名試,0.014866125753883552,煒煒,ming
列名,0.014852655568130927,煒煒,ming
聰明,0.014812472705158983,煒煒,ming
陰符然,0.014733022164905367,煒煒,ming
侍女,0.014721340517890322,煒煒,ming
灼,0.01438778261828645,煒煒,ming
月,0.014327072870108318,煒煒,ming
道性,0.014273920998118325,煒煒,ming
捧,0.014219696107165404,煒煒,ming
寸,0.01421700278221935,煒煒,ming
和,0.014179741347474186,煒煒,ming
一,0.014128529431619788,煒煒,ming
暮,0.014087421543837787,煒煒,ming
令則,0.01407177761905054,煒煒,ming
入戶,0.014052463490426666,煒煒,ming
阿奕,0.013983408296337561,煒煒,ming
洎,0.01394846824691266,煒煒,ming
之,0.013906934393026916,煒煒,ming
環洞然,0.01385603133723316,煒煒,ming
啟蛇,0.013753006003210404,煒煒,ming
純神,0.013747747295130001,煒煒,ming
垂念,0.013747747295129996,煒煒,ming
奚足,0.013699499699418497,煒煒,ming
三處,0.01368995177963877,煒煒,ming
輪景,0.013627746032233283,煒煒,ming
帝常,0.013627746032233282,煒煒,ming
飛天,0.01362774603223328,煒煒,ming
命,0.013319434232713949,煒煒,ming
純陽,0.013290698102699618,煒煒,ming
就,0.01295555847647438,煒煒,ming
飛,0.012955258565762929,煒煒,ming
仰映,0.012882341212070708,煒煒,ming
朝元,0.012781505188818864,煒煒,ming
三鼓,0.012763153706877526,煒煒,ming
因稱,0.012702068841182777,煒煒,ming
琳瑯,0.012609602433050603,煒煒,ming
貌,0.012489511179286702,煒煒,ming
穎,0.0124764057883201,煒煒,ming
轉晨風,0.012410835593752879,煒煒,ming
攄,0.012400693688164205,煒煒,ming
青霄,0.012322891719701757,煒煒,ming
砥柱,0.012297520538186094,煒煒,ming
其供,0.012255907064461606,煒煒,ming
徑,0.012232186098616517,煒煒,ming
消除,0.012210630760158872,煒煒,ming
見,0.012142709488349505,煒煒,ming
磊落,0.011831973311797589,煒煒,ming
流音,0.011808890060626792,煒煒,ming
蛇,0.011757200593515477,煒煒,ming
郁郁,0.011720048340351135,煒煒,ming
薦,0.01167564692328339,煒煒,ming
士寶鈿瑞錦,0.011409682957060373,煒煒,ming
試,0.011403208195807025,煒煒,ming
並燃煥乎,0.011378955325878612,煒煒,ming
于,0.011261616038416597,煒煒,ming
事勤敏令,0.011245679181678963,煒煒,ming
之謂,0.011231556661520226,煒煒,ming
和睦,0.011094578099236405,煒煒,ming
上謂,0.011078553640378533,煒煒,ming
於,0.011018886777227994,煒煒,ming
鑒,0.011007879262127674,煒煒,ming
曠劫,0.010866394647327764,煒煒,ming
鍊,0.010829330359079856,煒煒,ming
朱房,0.010767349516008365,煒煒,ming
珠,0.010741504928755438,煒煒,ming
適,0.010687869829422216,煒煒,ming
成状飾,0.010504872866366033,煒煒,ming
芬吐芬,0.010423605104497429,煒煒,ming
勻,0.010236497355596303,煒煒,ming
茂樹,0.010174190228785178,煒煒,ming
軒翥乎,0.010131911010010236,煒煒,ming
王能施,0.009994205674816296,煒煒,ming
才子,0.00996883417570369,煒煒,ming
三為,0.009946720877425442,煒煒,ming
四,0.009925921978053493,煒煒,ming
失色,0.009860645927690839,煒煒,ming
日月,0.009820048011608682,煒煒,ming
燭蘭堂,0.009751691161472684,煒煒,ming
厄永,0.009738288509228416,煒煒,ming
均,0.009680103438974994,煒煒,ming
已,0.00966782943166352,煒煒,ming
維,0.00963131415721269,煒煒,ming
齧,0.009604206109489524,煒煒,ming
纔,0.009569521442960749,煒煒,ming
真容,0.00913309005415278,煒煒,ming
霞日,0.009116628662619829,煒煒,ming
何居孀,0.009084600434050781,煒煒,ming
遙疑,0.008971958722945095,煒煒,ming
然則,0.008843974914403425,煒煒,ming
八荒,0.00879307491347945,煒煒,ming
得,0.008751889114386593,煒煒,ming
九有,0.008739380426363283,煒煒,ming
有,0.008660731255081712,煒煒,ming
靈柯,0.008647857500069097,煒煒,ming
野合,0.008559002523753412,煒煒,ming
皆,0.00855700885906589,煒煒,ming
在,0.008500016999888697,煒煒,ming
一路,0.008348175603665667,煒煒,ming
吐,0.00833636893732333,煒煒,ming
風纜,0.008307650225091945,煒煒,ming
二子,0.008252214056188575,煒煒,ming
哉,0.008250065533883915,煒煒,ming
昇,0.008200288099080735,煒煒,ming
步入,0.008190513884111928,煒煒,ming
陞,0.00817814047346219,煒煒,ming
喜,0.008098026945502972,煒煒,ming
何可謂,0.0080754874471761,煒煒,ming
似西極,0.008047442063540793,煒煒,ming
金獸,0.0079566217488713,煒煒,ming
collocate,value,ideo,period
煒煒,0.23862325930895728,煒煒,minguo
煌煌,0.10978766964316053,煒煒,minguo
堂堂,0.05791125236370423,煒煒,minguo
管有,0.05226304937593514,煒煒,minguo
管彤,0.05212824942202716,煒煒,minguo
禹合,0.052000135261742526,煒煒,minguo
說魚,0.0518090929281351,煒煒,minguo
巍巍,0.050597473081002035,煒煒,minguo
我彤,0.049447361554528425,煒煒,minguo
外切,0.04770340182359315,煒煒,minguo
金煌煌,0.04689444005536625,煒煒,minguo
結駟懷,0.04570771018855867,煒煒,minguo
貽,0.04329940487952463,煒煒,minguo
孌,0.04324862054964064,煒煒,minguo
誇,0.042931917970156684,煒煒,minguo
一百年,0.0424198591531709,煒煒,minguo
組是,0.042000723698157084,煒煒,minguo
世俗,0.04133808158873008,煒煒,minguo
若鳳若,0.04084254507039041,煒煒,minguo
之榮,0.04008373653006356,煒煒,minguo
鸞,0.039170429025326976,煒煒,minguo
力纂,0.038780527249372324,煒煒,minguo
君子,0.03858645142787954,煒煒,minguo
懌,0.038298771539341525,煒煒,minguo
音垛,0.037790058577253656,煒煒,minguo
儂,0.03705844185095695,煒煒,minguo
蘇子,0.03631116911237599,煒煒,minguo
數是,0.03533251051408882,煒煒,minguo
家兮觸,0.035128288073366605,煒煒,minguo
瞻,0.034575856730091975,煒煒,minguo
楚江,0.034226652999774954,煒煒,minguo
莫道,0.03369490536957695,煒煒,minguo
端正,0.032749356702897116,煒煒,minguo
牆,0.03232828643836425,煒煒,minguo
事面,0.032328286438364245,煒煒,minguo
鄙維是,0.03194234331323777,煒煒,minguo
蜀山,0.031781622403007755,煒煒,minguo
春華誦,0.030920265349769535,煒煒,minguo
曄,0.030906147696919708,煒煒,minguo
照耀,0.030836460946426905,煒煒,minguo
之濱,0.030677121370773934,煒煒,minguo
少雙,0.02947479888100993,煒煒,minguo
甚,0.029244854788281,煒煒,minguo
聲前,0.028969124749753234,煒煒,minguo
暐,0.02894495316837668,煒煒,minguo
靜女,0.028533178265164987,煒煒,minguo
非聲,0.028300007869974542,煒煒,minguo
離名,0.028017397528674815,煒煒,minguo
光華,0.027699347312508508,煒煒,minguo
威神,0.027641095059784234,煒煒,minguo
篆,0.027063302095543643,煒煒,minguo
離相,0.026864050817096807,煒煒,minguo
之下,0.026833277552924292,煒煒,minguo
整頓,0.026566754094033324,煒煒,minguo
大千,0.026063153565711903,煒煒,minguo
把住,0.025824110145488154,煒煒,minguo
身光,0.025823664509876502,煒煒,minguo
誰揚,0.025642378292661028,煒煒,minguo
靈芝,0.025469160069666458,煒煒,minguo
延促,0.025388114776868195,煒煒,minguo
智,0.02535835065537317,煒煒,minguo
音杜女,0.025330872886826724,煒煒,minguo
難及,0.025319836394860712,煒煒,minguo
周行,0.025031002646112292,煒煒,minguo
獨立,0.025031002646112292,煒煒,minguo
嘉禾,0.02478763725659346,煒煒,minguo
自然光,0.024784826521595638,煒煒,minguo
婦歸升,0.02476852804484953,煒煒,minguo
照金蓮,0.024720492942850388,煒煒,minguo
量,0.024564263806042017,煒煒,minguo
尋揚,0.024445023353442216,煒煒,minguo
堂兄,0.024408763829453735,煒煒,minguo
色後非色,0.02429278074694013,煒煒,minguo
之明,0.024161538452798823,煒煒,minguo
喜眉為,0.024024998276694742,煒煒,minguo
生光,0.02400339584450563,煒煒,minguo
靜,0.023905896543053536,煒煒,minguo
壽命,0.023743665947490753,煒煒,minguo
貪其,0.023679774335249412,煒煒,minguo
其端斯微,0.023669016188358233,煒煒,minguo
瓦礫,0.023591827130761134,煒煒,minguo
用光,0.023575491140811037,煒煒,minguo
明影,0.02353757971013095,煒煒,minguo
蕩蕩,0.023437892927519494,煒煒,minguo
會賓客,0.023412797296653118,煒煒,minguo
玉佩,0.023237812408871756,煒煒,minguo
坦坦,0.02314752140301048,煒煒,minguo
方阜,0.023129240130957,煒煒,minguo
杳靄,0.023007904089399796,煒煒,minguo
有光輝,0.02298941419803062,煒煒,minguo
二千年,0.022907060188761697,煒煒,minguo
學燁然,0.022871017196706228,煒煒,minguo
日曜,0.022728866814270464,煒煒,minguo
真金,0.022703250437020903,煒煒,minguo
華之春律,0.02247602998763299,煒煒,minguo
二者,0.02246681538939227,煒煒,minguo
極世之珍,0.022276411418019115,煒煒,minguo
地無愛寶,0.022221055277597122,煒煒,minguo
身體,0.02219693578200032,煒煒,minguo
之,0.02219060945392935,煒煒,minguo
綵,0.021974516107262428,煒煒,minguo
時有,0.02194372487951118,煒煒,minguo
鏘鏘,0.021941155986586493,煒煒,minguo
作覆藏,0.02182049791494844,煒煒,minguo
光耀,0.021773790132903603,煒煒,minguo
首菩薩,0.021758430390929416,煒煒,minguo
著窗,0.02174685781283548,煒煒,minguo
體明,0.021735923253363928,煒煒,minguo
松老,0.021698669960521555,煒煒,minguo
消默無語,0.021612107410415943,煒煒,minguo
被服,0.021581088007211462,煒煒,minguo
維茲,0.021502413516125418,煒煒,minguo
自然,0.021464912356471293,煒煒,minguo
玓,0.021453940213651695,煒煒,minguo
雲母,0.021364557053654656,煒煒,minguo
煒,0.02135165126680775,煒煒,minguo
城內,0.02120444069013253,煒煒,minguo
檀,0.021143452456441118,煒煒,minguo
尚在,0.021061879056900087,煒煒,minguo
澤及,0.021040209122062236,煒煒,minguo
后妃,0.02091987210346914,煒煒,minguo
失色,0.02088325177327978,煒煒,minguo
眾寶為,0.020548024034549067,煒煒,minguo
有子,0.020541453863766664,煒煒,minguo
以論,0.020504065419518276,煒煒,minguo
丈以,0.020502655183617366,煒煒,minguo
徧,0.020235633906219925,煒煒,minguo
放行,0.02020033463469965,煒煒,minguo
姿曜,0.02014673540803804,煒煒,minguo
梵志,0.02001799753308502,煒煒,minguo
肖翹,0.019937970673382033,煒煒,minguo
裏,0.019924828311969137,煒煒,minguo
女字,0.019859531219225908,煒煒,minguo
因,0.01959423574116977,煒煒,minguo
九族,0.019587301405601023,煒煒,minguo
降康,0.019442601343591836,煒煒,minguo
三千,0.01937767751048437,煒煒,minguo
鳴,0.019372601128716048,煒煒,minguo
清潔德高,0.019277521398956922,煒煒,minguo
神丘,0.019047656918304883,煒煒,minguo
乎,0.018971214305271225,煒煒,minguo
之德,0.01889194688700833,煒煒,minguo
晃然,0.018679652572385897,煒煒,minguo
人間,0.018623531995585665,煒煒,minguo
美風儀,0.018484735479957607,煒煒,minguo
顏貌,0.0183950789046223,煒煒,minguo
瓅,0.01834148780167032,煒煒,minguo
藝文,0.018149576621988125,煒煒,minguo
王景文,0.018130140900232294,煒煒,minguo
暮處,0.017960245223108278,煒煒,minguo
色像,0.017946598535493997,煒煒,minguo
過去,0.01783279870845329,煒煒,minguo
八觀,0.017663439253439665,煒煒,minguo
快,0.017537645082948614,煒煒,minguo
無比,0.01750251778470232,煒煒,minguo
殿堂,0.017290743980897038,煒煒,minguo
英妙,0.01721819290429664,煒煒,minguo
普顯,0.017211438837388883,煒煒,minguo
尚遠略,0.01720712828733621,煒煒,minguo
姪,0.017159045279339057,煒煒,minguo
索賢家,0.017087550963607062,煒煒,minguo
踰,0.017028117039164178,煒煒,minguo
天用,0.016961535940654224,煒煒,minguo
眾類,0.01691715171193382,煒煒,minguo
短,0.01691070950272905,煒煒,minguo
世之希有,0.016892864390680006,煒煒,minguo
囿,0.0167116699598441,煒煒,minguo
平等,0.016692417982048645,煒煒,minguo
火盛,0.016685325334006955,煒煒,minguo
心自念言,0.016650055163899252,煒煒,minguo
其行誼,0.016521626242240458,煒煒,minguo
難量,0.01644208537618811,煒煒,minguo
都統,0.016413696371765322,煒煒,minguo
立交,0.01637717355223266,煒煒,minguo
紺色,0.0162082091945693,煒煒,minguo
嬉息乎,0.016166951529323955,煒煒,minguo
鏤,0.01612757369522885,煒煒,minguo
裘,0.016083477241359743,煒煒,minguo
善,0.01608018391831802,煒煒,minguo
高,0.016015971868843376,煒煒,minguo
文刻,0.0160123761773504,煒煒,minguo
第一,0.015787123413369096,煒煒,minguo
光影,0.01574988989027144,煒煒,minguo
燁,0.01570176638848999,煒煒,minguo
威德,0.015586525420903772,煒煒,minguo
兮,0.01552776039202338,煒煒,minguo
天子,0.015439965408611214,煒煒,minguo
露帳,0.015274208509696689,煒煒,minguo
歷官,0.015222470576352226,煒煒,minguo
波波,0.015144535578363942,煒煒,minguo
全起,0.015124546993210974,煒煒,minguo
光明,0.01509374454640871,煒煒,minguo
髮,0.015021633318757074,煒煒,minguo
幡,0.015014436967533719,煒煒,minguo
照曜寶色,0.014924058130804123,煒煒,minguo
露盤,0.01486394209202225,煒煒,minguo
冉冉,0.014767716319981451,煒煒,minguo
肥瘦,0.014601477425098802,煒煒,minguo
的的,0.014415408889202043,煒煒,minguo
眼,0.014340496312030637,煒煒,minguo
光,0.014314688068824105,煒煒,minguo
師云,0.014171821509902942,煒煒,minguo
滿,0.01411559431645254,煒煒,minguo
宮之西,0.014073899533287467,煒煒,minguo
姿貌,0.013999428022148153,煒煒,minguo
光顏,0.013882992287017787,煒煒,minguo
尚存,0.01387770206361442,煒煒,minguo
猶如,0.013666472945726349,煒煒,minguo
如何,0.013532983678004219,煒煒,minguo
誰,0.013486686138998177,煒煒,minguo
欣然,0.013327491052376975,煒煒,minguo
妙色,0.013301989417242293,煒煒,minguo
眇,0.013245645031880426,煒煒,minguo
能悉,0.013153103296063761,煒煒,minguo
西山,0.012974762190118262,煒煒,minguo
無上,0.012970012835089107,煒煒,minguo
各,0.012898034983911759,煒煒,minguo
禮義之宮,0.012816395380601572,煒煒,minguo
金銀火齊,0.012804827299027755,煒煒,minguo
綿弗察,0.012751390660371857,煒煒,minguo
又,0.012704909496953241,煒煒,minguo
參領,0.012669854764231003,煒煒,minguo
前,0.012591809389263155,煒煒,minguo
蚊子,0.012532016784972835,煒煒,minguo
最尊,0.012288765235093334,煒煒,minguo
擊擊,0.012267469123320711,煒煒,minguo
心,0.012265448136452856,煒煒,minguo
古字,0.012254536385939046,煒煒,minguo
之上,0.01209127940091337,煒煒,minguo
諸佛興,0.012010990093820879,煒煒,minguo
十六,0.01199775667157766,煒煒,minguo
美美,0.011859528739352948,煒煒,minguo
烏藤,0.01178681227693799,煒煒,minguo
合成,0.011629333533356366,煒煒,minguo
俱相謂,0.011545401392506056,煒煒,minguo
自贊,0.011505742552767057,煒煒,minguo
為禮,0.011443899403681554,煒煒,minguo
加以,0.011406532195802573,煒煒,minguo
明明,0.011399079291960034,煒煒,minguo
通用,0.011353400366599683,煒煒,minguo
唯自照,0.011220613758926613,煒煒,minguo
神照,0.011205902370717984,煒煒,minguo
眾,0.011176091128309393,煒煒,minguo
三世,0.011141995000416668,煒煒,minguo
觀,0.010967936807400644,煒煒,minguo
活眼,0.010823221142132656,煒煒,minguo
聽訟,0.0107883962795082,煒煒,minguo
如此,0.010741409937203418,煒煒,minguo
雲,0.010615819857368012,煒煒,minguo
米合,0.010585219397020347,煒煒,minguo
比丘,0.01029033493411293,煒煒,minguo
好,0.010246756936096535,煒煒,minguo
胡越,0.010063410264168474,煒煒,minguo
固已極,0.010011025535410365,煒煒,minguo
閏餘成,0.009867288726391355,煒煒,minguo
字,0.00985985527633695,煒煒,minguo
也,0.009852527450185548,煒煒,minguo
見,0.009634683267668736,煒煒,minguo
有,0.009499934070630586,煒煒,minguo
三,0.00945038308836451,煒煒,minguo
精光,0.009395282786303704,煒煒,minguo
世間,0.009277928311064346,煒煒,minguo
在,0.00922120100303686,煒煒,minguo
。,0.009152271491921552,煒煒,minguo
香,0.009147287538454913,煒煒,minguo
＋,0.008945911644237812,煒煒,minguo
况爾倪,0.008910767848587743,煒煒,minguo
天步,0.0088935275026943,煒煒,minguo
灼灼,0.008882093432660288,煒煒,minguo
旄,0.008598732616360974,煒煒,minguo
仗,0.008574709162175518,煒煒,minguo
樓,0.008547210068641004,煒煒,minguo
能,0.008477045034107577,煒煒,minguo
兄,0.008439721493042089,煒煒,minguo
照遠,0.008318328930608056,煒煒,minguo
明日,0.008277882373771714,煒煒,minguo
上鐵牛,0.008227586179716743,煒煒,minguo
已,0.008223120070892405,煒煒,minguo
流長,0.008191122025121733,煒煒,minguo
！,0.008034873240079702,煒煒,minguo
逮,0.008017340648026177,煒煒,minguo
耳,0.00800627222716372,煒煒,minguo
雪,0.00799876961140481,煒煒,minguo
凡九觀,0.007931810679490116,煒煒,minguo
皡,0.007917893223060895,煒煒,minguo
稽首,0.00789946222010904,煒煒,minguo
嚴飾,0.007861222280906278,煒煒,minguo
幢,0.007857847355734636,煒煒,minguo
塵,0.007838684731610424,煒煒,minguo
從諸,0.007836066590417098,煒煒,minguo
河明,0.007694548016282035,煒煒,minguo
女人,0.007688326407691384,煒煒,minguo
中,0.007632796653588633,煒煒,minguo
還會麼,0.00762125229294602,煒煒,minguo
半,0.007556983543955339,煒煒,minguo
青,0.007544314862392916,煒煒,minguo
指鹿,0.007462124744863373,煒煒,minguo
莫不,0.007430691621944755,煒煒,minguo
今欲,0.007306598490222798,煒煒,minguo
其光,0.007277310502057448,煒煒,minguo
collocate,value,ideo,period
煒煒,0.22990820491528297,煒煒,qing
煌煌,0.09691169351000463,煒煒,qing
堂堂,0.048108579340912984,煒煒,qing
巍巍,0.045010597979848174,煒煒,qing
旌,0.04328490075913314,煒煒,qing
成靜,0.04261230296552143,煒煒,qing
蔽空,0.0413491874257618,煒煒,qing
旄,0.04029621841103159,煒煒,qing
旂,0.039751732262097994,煒煒,qing
孑孑,0.03894671317842518,煒煒,qing
照燭,0.038096450703468086,煒煒,qing
横出,0.03806314813725788,煒煒,qing
神光,0.03779079715866749,煒煒,qing
之,0.03689742007566685,煒煒,qing
金煌煌,0.036895141128047176,煒煒,qing
管,0.03688447988263299,煒煒,qing
然喜樂,0.03646713250211759,煒煒,qing
昏衢,0.03641281810396592,煒煒,qing
放,0.036317263354354326,煒煒,qing
彤管,0.03557135364855359,煒煒,qing
結駟懷,0.03537207245510666,煒煒,qing
詞鋒,0.035130150218092286,煒煒,qing
管之狀,0.034655327386130495,煒煒,qing
女王,0.034415587983010636,煒煒,qing
迷愚,0.0343234375843172,煒煒,qing
喜樂,0.03421849963380552,煒煒,qing
毫芒,0.0340551650768053,煒煒,qing
肅云嘉彤,0.03403259889436599,煒煒,qing
其成,0.03398522750992147,煒煒,qing
其能成,0.033709747177561145,煒煒,qing
誇,0.033580396139780394,煒煒,qing
一丹,0.0334139460447211,煒煒,qing
管之能,0.03332540193234335,煒煒,qing
之榮,0.033300963381188736,煒煒,qing
女德之美,0.03295622920178856,煒煒,qing
循彤,0.03294686538309028,煒煒,qing
組是,0.032725814207146646,煒煒,qing
因靜,0.032407944374513366,煒煒,qing
此彤,0.032328706512086004,煒煒,qing
王紅紅,0.0321708289857499,煒煒,qing
美彤,0.03207347915129515,煒煒,qing
世俗,0.03204951124918036,煒煒,qing
簫韶九奏,0.03188633724922336,煒煒,qing
提挈,0.031839663629941624,煒煒,qing
女能,0.03180992219625628,煒煒,qing
佛破鏡,0.03139663693325436,煒煒,qing
力纂,0.03132129783099426,煒煒,qing
本真,0.031053777912118653,煒煒,qing
熠爍,0.03100113924350996,煒煒,qing
天宇,0.030688230548196516,煒煒,qing
言無舌,0.030622158219567267,煒煒,qing
成國,0.030537859831846398,煒煒,qing
非心,0.030356487869728156,煒煒,qing
照心,0.03028925342982864,煒煒,qing
常在,0.030226591347683095,煒煒,qing
之祥唐,0.030057609458889297,煒煒,qing
赫赫,0.02986930902895864,煒煒,qing
嘉善,0.02966791230585142,煒煒,qing
委累,0.02961816042306017,煒煒,qing
玉霄間,0.029578102633705396,煒煒,qing
女美,0.029402649197444723,煒煒,qing
抱,0.029101511383320008,煒煒,qing
生靈,0.02903668693831257,煒煒,qing
干,0.028887505337141673,煒煒,qing
鬚,0.028591742939980114,煒煒,qing
數是,0.028472907020949095,煒煒,qing
秋夜,0.028470171453429942,煒煒,qing
文彩,0.0283925844356881,煒煒,qing
曄曄,0.0283671305813411,煒煒,qing
惺惺,0.028130989743633737,煒煒,qing
了了,0.027982341157998764,煒煒,qing
端正,0.02784931311064663,煒煒,qing
富民,0.02753784725983498,煒煒,qing
悅,0.027471432543488276,煒煒,qing
花葉則,0.027435353268775976,煒煒,qing
琉璃,0.027244261929862006,煒煒,qing
仙家,0.027242022884103174,煒煒,qing
充塞,0.027181606356031472,煒煒,qing
四彝之歌,0.02704114886988661,煒煒,qing
重光,0.026669047217226877,煒煒,qing
真慧太真,0.026584423691987994,煒煒,qing
之文如,0.026532323482581326,煒煒,qing
微旨,0.02635144482741358,煒煒,qing
清濁立,0.02608587478764939,煒煒,qing
閑,0.02601741448407021,煒煒,qing
煜煜,0.025918518204839685,煒煒,qing
一九九,0.025736794115258102,煒煒,qing
胥氏譯,0.02567485286256902,煒煒,qing
鄙維是,0.025591038757720827,煒煒,qing
春華誦,0.025195405812008746,煒煒,qing
月初,0.025189554006290756,煒煒,qing
之棲,0.025169207063736848,煒煒,qing
亦非,0.02489471168890483,煒煒,qing
珊瑚,0.02483312940213355,煒煒,qing
艨艟,0.024772526350138952,煒煒,qing
王肅,0.024743130882579942,煒煒,qing
嘉禾,0.024664451149010266,煒煒,qing
